Instance_name	Avg_power	Pin_x	Pin_y	VDD_drop	Net_name
ctmTdsLR_2_1880	5.46615e-06	37.937	28.5	0.878607	VDD
ctmTdsLR_3_8331	2.48438e-06	32.757	3.3015	0.878998	VDD
ctmTdsLR_2_8366	9.32202e-06	34.422	3.3	0.878941	VDD
U4087	1.52438e-05	43.711	6.9	0.878887	VDD
U4089	9.08538e-06	9.114	36.9	0.878716	VDD
U4094	6.90897e-06	16.44	18.9	0.878266	VDD
U4095	1.18775e-05	19.881	21.3	0.878586	VDD
U4096	6.88827e-06	13.369	14.1	0.878539	VDD
U4097	5.04615e-06	35.495	35.7	0.878753	VDD
U4098	4.19917e-06	34.903	34.5	0.87849	VDD
ctmTdsLR_2_1589	1.31547e-05	3.86	17.7	0.878415	VDD
U4101	1.44632e-05	26.134	48.9	0.879066	VDD
U4106	6.75008e-06	14.664	3.3	0.878238	VDD
U4107	8.79549e-06	26.578	35.7	0.87874	VDD
ctmTdsLR_1_7987	6.49124e-06	20.14	40.5	0.878529	VDD
U4113	1.25558e-05	15.108	9.3	0.878642	VDD
ctmTdsLR_1_1920	1.64092e-05	30.204	10.5	0.877872	VDD
ctmTdsLR_1_8251	2.24429e-05	28.983	11.7	0.878159	VDD
U4116	7.27983e-06	35.643	42.9	0.878758	VDD
ctmTdsLR_1_1531	1.33219e-05	14.294	29.7	0.87777	VDD
U4121	6.18683e-06	25.135	3.3	0.878531	VDD
U4122	1.05896e-05	29.057	6.9	0.878272	VDD
U4125	1.13433e-05	42.118	39.3	0.878966	VDD
U4126	6.26369e-06	35.754	3.344	0.878922	VDD
ctmTdsLR_2_1657	1.23294e-05	43.487	40.5	0.87871	VDD
ctmTdsLR_3_1658	1.67543e-05	44.19	40.5	0.878811	VDD
U4133	9.95122e-06	14.146	22.5	0.878256	VDD
U4134	9.21237e-06	19.289	8.1	0.878313	VDD
U4135	3.7699e-06	32.387	10.5	0.878136	VDD
U4136	6.60543e-06	34.607	10.5	0.878115	VDD
U4137	3.98659e-06	33.423	10.5	0.878191	VDD
U4138	1.77743e-05	5.488	4.5	0.87889	VDD
U4139	9.73975e-06	26.578	33.3	0.878714	VDD
U4141	5.45268e-06	26.208	38.1	0.87839	VDD
ctmTdsLR_1_2000	3.91548e-05	42.3735	21.3	0.878294	VDD
U4146	1.35828e-05	11.889	16.5	0.878244	VDD
U4147	1.05556e-05	8.892	15.3	0.878815	VDD
ctmTdsLR_2_1921	4.59641e-06	46.336	10.5	0.878768	VDD
U4160	1.53124e-05	39.972	6.9	0.878737	VDD
U4162	7.47396e-06	35.6795	8.1	0.878265	VDD
U4163	9.27802e-06	36.7155	8.1	0.87834	VDD
U4164	8.2001e-06	31.2395	8.1	0.878018	VDD
U4165	1.08308e-05	31.8325	9.3	0.878348	VDD
U4167	1.11115e-05	5.599	23.7	0.878724	VDD
ctmTdsLR_1_1717	1.01537e-05	18.623	42.9	0.878435	VDD
ctmTdsLR_1_2001	3.55455e-06	43.672	28.5	0.878994	VDD
U4175	3.99487e-06	9.558	42.9	0.879071	VDD
ctmTdsLR_1_1922	9.71335e-06	23.7655	34.5	0.878463	VDD
U4179	1.97083e-05	40.081	40.5	0.878664	VDD
ctmTdsLR_2_1738	9.41283e-06	50.665	9.3	0.879052	VDD
ctmTdsLR_2_2002	7.73935e-06	43.302	28.5	0.878953	VDD
ctmTdsLR_1_2003	1.22109e-05	25.949	39.3	0.878439	VDD
U4184	1.47751e-05	30.648	48.9	0.879144	VDD
U4185	2.75539e-06	29.686	47.7	0.878888	VDD
U4187	9.09251e-06	19.585	41.7	0.878609	VDD
U4188	9.62306e-06	20.029	40.5	0.878529	VDD
ctmTdsLR_2_1718	3.79563e-06	20.066	42.9	0.878507	VDD
U4196	8.8557e-06	32.4985	17.7	0.878229	VDD
ctmTdsLR_2_2035	6.99655e-06	23.507	14.1	0.878464	VDD
U4199	1.51674e-05	27.947	44.1	0.87876	VDD
ctmTdsLR_1_1924	1.63877e-05	26.023	47.7	0.878762	VDD
U4203	7.49867e-06	38.3445	16.5	0.878874	VDD
U4204	5.43808e-06	18.401	41.7	0.878567	VDD
U4209	8.62553e-06	35.2365	17.7	0.878159	VDD
ctmTdsLR_1_1925	2.03152e-06	25.468	38.1	0.878295	VDD
U4216	1.02904e-05	9.04	10.5	0.87879	VDD
U4217	8.12303e-06	40.1195	9.3	0.878667	VDD
U4218	1.0211e-05	40.7855	9.3	0.878655	VDD
U4219	6.56765e-06	42.7835	12.9	0.878785	VDD
U4220	1.01108e-05	44.5595	12.9	0.878956	VDD
U4221	8.62847e-06	47.5205	15.3	0.87896	VDD
U4222	6.36864e-06	46.9275	15.3	0.878958	VDD
U4223	6.06575e-06	10.557	3.3	0.878554	VDD
U4226	1.67353e-05	18.8475	41.7	0.878567	VDD
ctmTdsLR_2_2004	6.62334e-06	23.9875	38.1	0.878179	VDD
U4236	1.89841e-05	18.993	18.9	0.87817	VDD
U4250	1.01824e-05	9.262	29.7	0.878492	VDD
U4262	8.95224e-06	30.204	50.1	0.879643	VDD
ctmTdsLR_1_1555	1.01153e-05	14.553	24.8985	0.878651	VDD
U4267	6.52137e-06	14.294	33.3	0.878574	VDD
U4271	6.81235e-06	28.058	34.5	0.878502	VDD
ctmTdsLR_1_2036	3.77341e-06	40.416	9.3	0.878667	VDD
ctmTdsLR_2_7971	1.23224e-05	11.0385	23.7	0.878234	VDD
ctmTdsLR_2_2037	1.16303e-05	39.787	8.1	0.878636	VDD
ctmTdsLR_1_1840	1.03337e-05	29.094	40.5	0.878595	VDD
ctmTdsLR_1_1863	6.27558e-06	38.862	2.1	0.879494	VDD
U4287	6.54332e-06	42.414	9.3	0.878666	VDD
ctmTdsLR_3_2005	3.67926e-05	23.285	38.1	0.878147	VDD
ctmTdsLR_1_7998	1.03251e-05	11.038	28.5	0.878064	VDD
ctmTdsLR_3_2038	2.20332e-06	40.897	8.1	0.878625	VDD
ctmTdsLR_2_1864	3.79113e-06	39.38	2.1	0.879494	VDD
ctmTdsLR_1_1630	3.85818e-06	29.908	6.9	0.878303	VDD
ctmTdsLR_2_1631	4.1848e-06	29.538	6.9	0.878284	VDD
ctmTdsLR_1_1691	1.02564e-05	34.718	42.9	0.878738	VDD
ctmTdsLR_1_2006	3.9724e-06	38.048	8.1	0.878499	VDD
ctmTdsLR_3_8077	3.63447e-06	1.085	14.1	0.878636	VDD
ctmTdsLR_1_1789	1.17505e-05	9.373	17.7	0.878716	VDD
ctmTdsLR_2_1790	8.86002e-06	9.78	17.7	0.878697	VDD
U4322	1.0237e-05	8.744	18.9	0.878441	VDD
ctmTdsLR_2_1593	1.28957e-05	11.815	26.1	0.878472	VDD
ctmTdsLR_2_2007	6.56041e-06	38.529	8.1	0.878579	VDD
U4329	1.17738e-05	39.528	8.144	0.878644	VDD
ctmTdsLR_1_1865	4.21007e-06	40.638	39.3	0.878928	VDD
ctmTdsLR_1_8019	3.71038e-05	22.138	32.1	0.878134	VDD
U4337	1.07695e-05	46.2625	12.9	0.87897	VDD
ctmTdsLR_1_1866	7.105e-06	35.828	24.9	0.878208	VDD
ctmTdsLR_1_1594	3.26293e-06	11.26	24.9	0.878734	VDD
U4351	7.58027e-06	12.296	21.3	0.878496	VDD
U4352	6.96172e-06	8.115	39.3	0.878476	VDD
U4353	1.36785e-05	19.548	23.7	0.877476	VDD
ctmTdsLR_2_1805	1.27309e-05	13.11	18.9	0.878223	VDD
U4365	1.29526e-05	17.957	45.3	0.878674	VDD
U4366	6.93372e-06	41.341	8.1	0.878626	VDD
U4367	3.16823e-06	36.087	8.1	0.878293	VDD
U4368	5.06183e-06	36.827	8.1	0.87834	VDD
U4369	4.16335e-06	32.165	8.1	0.878195	VDD
U4370	5.41951e-06	32.387	8.1	0.878195	VDD
U4372	6.71636e-06	17.217	40.5	0.878314	VDD
U4373	5.78265e-06	15.293	40.5	0.878498	VDD
U4374	2.15586e-05	27.873	35.7015	0.878673	VDD
U4375	5.2946e-06	21.028	2.1	0.878929	VDD
U4382	3.35738e-05	11.371	23.7	0.878234	VDD
U4385	1.65025e-05	12.37	16.5	0.878263	VDD
U4389	4.47672e-06	15.737	40.5	0.878432	VDD
ctmTdsLR_1_8332	3.3885e-05	31.943	30.8985	0.878147	VDD
U4395	8.73155e-05	15.441	29.7	0.877599	VDD
U4396	7.92154e-05	15.108	29.7	0.877668	VDD
U4397	8.32362e-05	15.848	28.5	0.877439	VDD
U4398	8.28372e-05	16.736	28.5	0.877384	VDD
U4399	8.48875e-05	14.738	28.5	0.877732	VDD
U4400	1.30336e-05	39.7495	28.5	0.878774	VDD
U4401	1.94001e-05	15.663	4.5	0.878447	VDD
U4402	9.46748e-05	15.7	28.5	0.877497	VDD
U4403	5.14499e-06	39.047	28.5	0.878793	VDD
U4404	1.00991e-05	48.408	40.5	0.879026	VDD
ctmTdsLR_2_1926	4.17656e-06	24.728	36.9	0.878604	VDD
U4406	1.03884e-05	24.025	22.5	0.878002	VDD
U4408	1.40007e-05	26.578	46.5	0.878795	VDD
U4409	4.78298e-05	28.65	12.9	0.877938	VDD
U4410	1.16455e-05	23.1	9.3	0.878132	VDD
U4411	8.1901e-06	11.556	6.9	0.878702	VDD
ctmTdsLR_1_1742	8.78425e-06	39.861	34.5	0.878835	VDD
U4413	1.0081e-05	10.15	11.7	0.878645	VDD
U4415	1.14553e-05	18.142	10.5	0.878323	VDD
U4417	1.82479e-05	15.5525	8.1	0.878486	VDD
U4419	1.20877e-05	21.176	9.3	0.878365	VDD
ctmTdsLR_2_1743	3.90852e-06	41.748	35.7	0.879031	VDD
ctmTdsLR_3_1719	1.34247e-05	19.992	44.1	0.878746	VDD
U4422	6.89554e-06	25.505	41.7	0.878595	VDD
U4424	9.83875e-06	35.347	5.7	0.878648	VDD
ctmTdsLR_2_1595	4.09837e-06	11.26	26.1	0.878527	VDD
U4426	1.46311e-05	17.032	29.7	0.877427	VDD
U4427	8.5367e-05	15.33	30.9	0.878044	VDD
U4428	1.01996e-05	17.439	29.7	0.877427	VDD
ctmTdsLR_3_7972	1.73571e-06	10.594	23.7	0.878364	VDD
ctmTdsLR_1_2009	1.07036e-05	17.2545	11.7	0.878231	VDD
U4431	2.9017e-05	38.122	44.144	0.879049	VDD
U4432	1.5495e-05	19.585	9.3	0.878336	VDD
U4433	1.26511e-05	44.597	45.3	0.879208	VDD
ctmTdsLR_2_1867	1.60348e-05	33.09	26.1	0.878717	VDD
U4435	3.44606e-05	42.34	22.5	0.878587	VDD
U4436	3.03058e-05	41.23	28.5	0.878781	VDD
U4437	1.05976e-05	18.031	20.1	0.877787	VDD
U4438	1.45606e-05	29.982	29.7	0.878183	VDD
ctmTdsLR_4_1720	5.06575e-06	19.252	42.9	0.878446	VDD
U4440	1.11592e-05	31.61	6.9	0.878419	VDD
U4441	1.36918e-05	16.847	27.3	0.877538	VDD
U4442	5.33936e-06	26.06	29.7	0.878145	VDD
U4443	2.33125e-06	48.186	38.1	0.879108	VDD
U4444	2.11339e-05	45.189	40.5	0.878946	VDD
U4445	3.91289e-06	39.195	27.3	0.878546	VDD
U4446	1.27442e-05	44.967	38.1	0.878983	VDD
ctmTdsLR_1_1868	5.7622e-06	45.448	6.9	0.879009	VDD
U4449	2.02975e-05	23.544	4.5	0.878354	VDD
ctmTdsLR_1_7973	4.70491e-05	10.816	27.3	0.877011	VDD
U4451	6.36682e-06	35.939	35.7	0.878774	VDD
U4452	3.30777e-06	44.56	40.5	0.878874	VDD
ctmTdsLR_3_8500	6.47596e-06	48.001	23.7	0.878856	VDD
U4454	1.23797e-05	26.134	18.9	0.878055	VDD
U4455	1.12735e-05	18.993	6.9	0.878048	VDD
U4456	2.50098e-05	20.954	17.7	0.878455	VDD
ctmTdsLR_2_8333	8.46724e-06	30.5	30.9	0.878052	VDD
U4458	1.00793e-05	41.563	34.5	0.878873	VDD
U4459	1.83868e-05	6.487	3.3	0.878917	VDD
U4460	2.04567e-05	9.077	12.9	0.87833	VDD
U4461	1.2351e-05	3.675	5.7	0.879142	VDD
U4462	9.5971e-06	5.747	4.5	0.87889	VDD
U4463	2.61268e-05	40.453	24.9	0.878372	VDD
U4464	1.62356e-05	11.075	2.1	0.878861	VDD
U4465	7.02878e-05	41.822	27.3	0.878455	VDD
ctmTdsLR_4_2039	4.75142e-06	40.49	8.1	0.878626	VDD
U4467	1.50751e-05	8.781	17.7	0.878666	VDD
U4468	1.67518e-05	19.733	18.9	0.878192	VDD
U4469	1.39348e-05	25.505	26.1	0.87854	VDD
ctmTdsLR_3_1927	1.35927e-05	24.913	38.1	0.878237	VDD
ctmTdsLR_2_1841	1.27545e-05	31.425	41.7	0.878388	VDD
U4472	3.19032e-05	7.745	12.9	0.878251	VDD
ctmTdsLR_3_1744	3.93105e-06	41.674	34.5	0.878873	VDD
U4474	2.07238e-05	8.707	11.7	0.878811	VDD
U4475	8.35639e-05	17.143	30.9	0.877771	VDD
U4476	1.14564e-05	2.713	8.1	0.878802	VDD
U4477	3.73387e-05	24.691	29.7	0.877908	VDD
gre_a_INV_79_inst_8526	4.16733e-06	4.711	21.3	0.878867	VDD
U4479	3.66018e-05	34.533	21.3	0.878061	VDD
ctmTdsLR_1_1928	1.19749e-05	24.654	48.9	0.878992	VDD
ctmTdsLR_2_2010	3.32228e-05	17.698	11.7	0.87817	VDD
U4482	3.56676e-05	31.795	21.3	0.878024	VDD
U4484	5.42388e-05	13.517	39.3	0.877503	VDD
U4485	5.55541e-05	12.703	36.9	0.878256	VDD
U4486	1.1719e-05	42.451	32.1	0.878322	VDD
ctmTdsLR_1_8291	2.84829e-05	15.626	14.1	0.878498	VDD
U4488	5.09897e-05	12.925	39.3	0.877467	VDD
U4489	5.18737e-05	12.407	35.7	0.878204	VDD
U4490	3.8591e-05	29.353	4.5	0.878738	VDD
U4491	2.54738e-05	21.25	11.7	0.878323	VDD
U4492	1.82761e-05	26.541	24.9	0.878394	VDD
U4493	1.18503e-05	39.415	35.7	0.879008	VDD
ctmTdsLR_1_2040	5.04722e-06	38.825	12.9	0.87876	VDD
U4495	1.74625e-05	26.652	11.7	0.878257	VDD
ctmTdsLR_2_2041	1.12042e-05	39.861	12.9	0.878758	VDD
U4497	1.34007e-05	28.983	29.7	0.878189	VDD
U4498	1.93839e-05	30.537	29.7	0.878215	VDD
U4499	1.4089e-05	31.277	29.7	0.878268	VDD
U4500	2.38109e-05	21.805	11.7	0.878221	VDD
U4501	2.17292e-05	39.417	33.3	0.87884	VDD
ctmTdsLR_2_8292	7.03226e-06	15.367	12.9	0.878422	VDD
ctmTdsLR_2_1767	1.0468e-05	11.038	16.5	0.878252	VDD
ctmTdsLR_1_1722	5.58194e-05	33.4935	29.7	0.878384	VDD
U4505	1.32253e-05	6.6725	3.3	0.878917	VDD
ctmTdsLR_3_1881	4.93922e-06	38.196	29.7	0.878571	VDD
U4507	8.24312e-05	16.625	29.7	0.877462	VDD
U4508	1.75094e-05	48.112	39.3	0.879329	VDD
U4509	1.58858e-05	45.559	33.3	0.879258	VDD
U4510	3.31916e-06	15.922	16.5	0.878434	VDD
U4511	1.15019e-05	42.081	45.3	0.879032	VDD
U4512	7.30147e-06	4.896	10.5	0.878773	VDD
ctmTdsLR_1_1596	4.09244e-06	7.042	8.1	0.878616	VDD
ctmTdsLR_2_1597	1.21268e-05	6.376	8.1	0.878607	VDD
ctmTdsLR_1_1598	1.32996e-05	6.672	38.1	0.878768	VDD
ctmTdsLR_2_7974	1.08536e-05	11.186	30.9	0.878325	VDD
U4517	8.82314e-05	16.218	30.9	0.877829	VDD
U4518	2.49366e-05	34.903	8.1	0.878225	VDD
ctmTdsLR_3_7975	1.03417e-05	10.483	29.7	0.878242	VDD
ctmTdsLR_4_7976	4.89922e-06	10.52	28.5	0.878175	VDD
ctmTdsLR_5_7977	1.29034e-05	10.15	28.5	0.878175	VDD
ctmTdsLR_1_1534	1.22609e-05	10.039	23.7	0.878452	VDD
U4523	1.25079e-05	30.759	17.7	0.877951	VDD
ctmTdsLR_1_2011	8.86142e-06	41.748	9.3	0.878654	VDD
ctmTdsLR_2_8128	1.38891e-05	15.219	6.9	0.878618	VDD
U4526	9.26112e-05	14.442	29.7	0.87777	VDD
ctmTdsLR_1_1535	9.24845e-06	13.036	23.7	0.878095	VDD
U4528	1.63409e-05	20.917	36.9	0.878657	VDD
ctmTdsLR_1_1843	1.82529e-05	32.572	45.3	0.878868	VDD
ctmTdsLR_1_1792	6.20834e-06	11.038	18.9	0.87826	VDD
U4532	8.47561e-05	17.809	29.7	0.877419	VDD
U4533	1.90806e-05	43.043	5.7	0.878989	VDD
U4534	1.24634e-05	16.033	6.9	0.878477	VDD
U4535	5.36212e-05	39.306	41.744	0.878666	VDD
U4536	8.44552e-06	35.495	32.1	0.878032	VDD
U4537	2.12491e-05	12.925	27.3	0.876931	VDD
U4538	2.41382e-05	12.407	27.3	0.876869	VDD
U4539	2.78496e-05	27.133	14.1	0.878699	VDD
U4540	1.34561e-05	21.102	40.5	0.878636	VDD
ctmTdsLR_1_1844	9.86313e-06	21.065	17.7	0.878455	VDD
ctmTdsLR_1_7999	1.07811e-05	9.484	27.3	0.87759	VDD
ctmTdsLR_1_7984	9.97709e-06	21.472	45.3	0.878699	VDD
U4544	3.05417e-05	18.586	20.1	0.877764	VDD
U4545	3.68429e-05	42.969	40.5	0.878652	VDD
U4546	1.73939e-05	22.915	28.5	0.877776	VDD
U4547	2.88624e-05	41.378	35.656	0.879023	VDD
U4548	1.25583e-05	36.603	35.7	0.87881	VDD
U4549	1.48907e-05	13.591	27.3	0.877112	VDD
U4550	1.27925e-05	40.305	27.3	0.878437	VDD
U4551	1.58496e-05	18.253	8.1	0.878315	VDD
U4552	4.0503e-05	37.641	10.5	0.878269	VDD
U4553	1.98122e-05	32.091	24.9	0.878146	VDD
U4554	1.49193e-05	30.019	23.7	0.877844	VDD
U4555	3.71848e-05	30.019	30.9	0.878031	VDD
ctmTdsLR_4_1745	1.16182e-05	42.118	34.5	0.878918	VDD
U4557	2.29194e-05	31.129	24.9	0.878102	VDD
U4558	1.76105e-05	46.706	35.7	0.879359	VDD
U4559	2.04452e-05	44.19	35.7	0.879141	VDD
U4560	1.81064e-05	23.359	26.1	0.878489	VDD
U4561	3.87334e-05	27.244	16.5	0.877727	VDD
U4562	1.19725e-05	36.233	36.9	0.878611	VDD
U4563	5.15919e-05	25.135	29.7	0.877975	VDD
ctmTdsLR_2_1793	4.03825e-06	10.816	14.1	0.878596	VDD
U4565	8.16317e-06	30.463	28.5	0.87795	VDD
U4566	1.72361e-05	31.129	26.1	0.878551	VDD
U4567	9.85741e-06	24.728	12.9	0.877876	VDD
ctmTdsLR_2_2012	1.06069e-05	43.228	8.1	0.878771	VDD
U4569	1.79898e-05	31.499	17.7	0.878094	VDD
U4570	1.43019e-05	17.624	20.1	0.877826	VDD
ctmTdsLR_1_1561	2.73104e-06	35.754	45.3	0.878856	VDD
ctmTdsLR_1_8040	6.58121e-06	12.74	24.9	0.878656	VDD
U4573	5.85688e-06	8.966	38.1	0.878874	VDD
U4574	3.55069e-06	18.623	45.3	0.878652	VDD
U4575	1.68157e-05	22.471	23.7	0.87774	VDD
U4576	7.05661e-06	17.106	38.1	0.878381	VDD
U4577	3.71292e-06	7.116	39.3	0.878546	VDD
U4578	1.42179e-05	23.655	8.1	0.878134	VDD
U4579	3.71231e-06	9.336	38.1	0.878826	VDD
ctmTdsLR_2_7988	9.8538e-06	19.178	39.3	0.878044	VDD
U4581	6.50307e-06	38.8625	34.5	0.878855	VDD
ctmTdsLR_2_8181	5.34246e-06	29.168	45.3	0.878599	VDD
U4583	1.1321e-05	30.315	5.7	0.878713	VDD
U4584	5.89151e-06	42.969	46.5	0.879283	VDD
U4585	8.3766e-06	32.683	5.7	0.878835	VDD
U4586	5.82927e-06	38.714	29.7	0.878649	VDD
ctmTdsLR_2_7980	4.75315e-06	17.846	45.3	0.878674	VDD
U4588	7.89139e-06	34.385	5.7	0.878726	VDD
U4589	7.77721e-05	17.439	28.5	0.87738	VDD
U4590	1.02817e-05	24.802	2.1	0.879065	VDD
ctmTdsLR_1_8153	5.31387e-05	21.472	38.1	0.878336	VDD
U4592	1.38189e-05	39.378	28.5	0.878774	VDD
ctmTdsLR_2_1562	7.03619e-06	36.346	45.3	0.878877	VDD
ctmTdsLR_1_1563	4.2797e-06	9.484	24.9	0.878935	VDD
ctmTdsLR_2_1564	2.88768e-05	10.15	24.9	0.878786	VDD
ctmTdsLR_2_1566	1.09355e-05	3.786	22.5	0.878707	VDD
ctmTdsLR_1_1567	4.54531e-06	18.29	23.7	0.877378	VDD
ctmTdsLR_2_1568	8.07546e-06	17.328	23.7	0.877447	VDD
ctmTdsLR_1_1569	1.48409e-05	7.116	36.9	0.878704	VDD
ctmTdsLR_1_1570	1.29688e-05	12.074	38.1	0.878567	VDD
ctmTdsLR_1_1571	1.3383e-05	18.438	32.1	0.878338	VDD
ctmTdsLR_1_1536	1.72532e-05	20.14	18.9	0.878242	VDD
ctmTdsLR_2_1537	1.35819e-05	16.625	22.5	0.878004	VDD
ctmTdsLR_1_7982	1.04622e-05	20.732	42.9	0.878617	VDD
ctmTdsLR_1_7985	1.10964e-05	8.892	40.5	0.87873	VDD
ctmTdsLR_1_7986	1.31232e-05	14.664	44.1	0.878713	VDD
ctmTdsLR_1_7989	8.37036e-06	38.048	33.3	0.878718	VDD
ctmTdsLR_1_1542	1.77778e-05	7.93	32.1	0.878685	VDD
ctmTdsLR_1_1543	1.03873e-05	7.782	26.1	0.878852	VDD
ctmTdsLR_1_1544	7.15512e-06	21.694	23.7	0.877815	VDD
ctmTdsLR_2_1545	2.57587e-05	21.99	5.7	0.878616	VDD
ctmTdsLR_3_1768	4.89598e-06	19.622	16.5	0.87827	VDD
ctmTdsLR_1_1769	1.03617e-05	41.4515	42.9	0.878985	VDD
ctmTdsLR_1_1770	4.12637e-05	8.707	42.9	0.879146	VDD
ctmTdsLR_1_1771	2.10228e-05	41.082	2.1	0.879498	VDD
ctmTdsLR_2_1772	1.62691e-05	40.527	0.9	0.87983	VDD
ctmTdsLR_1_1773	5.6623e-06	28.354	29.7	0.878229	VDD
U4619	1.67249e-05	46.891	41.7	0.879	VDD
ctmTdsLR_2_1774	7.35946e-06	29.427	29.7	0.878183	VDD
ctmTdsLR_1_1775	4.96111e-06	41.008	28.5	0.878781	VDD
ctmTdsLR_1_8182	1.0239e-05	41.23	41.7	0.878596	VDD
ctmTdsLR_2_1776	6.91275e-06	42.118	28.5	0.878831	VDD
ctmTdsLR_1_1777	1.32252e-05	7.116	42.9	0.879204	VDD
ctmTdsLR_1_1778	1.33867e-05	9.336	41.7	0.879096	VDD
U4626	2.96054e-05	37.602	16.5	0.87877	VDD
U4627	5.72249e-06	16.736	11.7	0.878296	VDD
U4628	6.86631e-06	43.191	38.1	0.878696	VDD
U4629	1.82102e-05	38.642	9.3	0.878656	VDD
U4630	2.01551e-05	33.46	18.9	0.878213	VDD
U4631	3.54205e-05	39.639	41.6985	0.878639	VDD
U4632	3.76758e-05	38.712	17.7	0.878334	VDD
ctmTdsLR_2_1869	6.975e-06	45.3	5.7	0.879307	VDD
ctmTdsLR_3_8226	2.86668e-06	27.318	42.9	0.878803	VDD
U4635	3.39652e-05	39.604	17.7	0.878304	VDD
ctmTdsLR_3_1808	1.31025e-05	16.662	41.7	0.878648	VDD
ctmTdsLR_1_1809	1.9837e-05	19.03	5.7	0.878587	VDD
ctmTdsLR_2_1810	2.74757e-05	19.696	6.9	0.877943	VDD
ctmTdsLR_1_8000	1.02999e-05	8.3	27.3	0.877827	VDD
ctmTdsLR_1_8001	1.55294e-05	11.334	38.1	0.878597	VDD
ctmTdsLR_2_8183	1.21779e-05	38.936	41.7	0.878691	VDD
ctmTdsLR_3_8184	9.61382e-06	38.048	40.5	0.878657	VDD
ctmTdsLR_1_1815	2.2848e-05	29.464	46.5	0.878745	VDD
ctmTdsLR_1_1816	2.97253e-06	41.97	3.3	0.879236	VDD
U4645	2.68337e-05	40.344	16.5	0.878925	VDD
U4646	3.24361e-05	41.158	17.7	0.878259	VDD
ctmTdsLR_2_1817	6.1453e-06	41.97	4.5	0.879206	VDD
ctmTdsLR_1_7991	1.24964e-05	29.131	38.1	0.878381	VDD
U4649	2.67951e-05	42.046	16.5	0.878951	VDD
U4650	4.17744e-06	26.726	30.9	0.878124	VDD
U4651	3.34316e-05	39.382	9.3	0.8787	VDD
ctmTdsLR_2_7992	3.2644e-06	29.02	38.1	0.878381	VDD
U4653	2.11497e-05	41.119	36.9	0.878913	VDD
U4654	2.54295e-05	43.152	36.9	0.87903	VDD
U4655	2.39524e-05	44.19	44.1	0.879102	VDD
U4656	1.75575e-05	45.522	38.1	0.878983	VDD
U4657	2.3191e-05	35.791	34.5	0.878495	VDD
U4658	5.21502e-05	18.364	22.5	0.87792	VDD
U4659	2.22185e-05	43.45	38.1	0.878696	VDD
U4660	1.7193e-05	41.524	23.7	0.878497	VDD
U4661	4.35142e-05	26.023	11.7	0.878115	VDD
U4662	3.8183e-05	25.727	11.7	0.878115	VDD
U4663	1.16684e-05	12.555	6.9	0.878652	VDD
U4664	2.41553e-05	30.944	16.5	0.877833	VDD
U4665	1.07358e-05	23.951	24.9	0.878251	VDD
HFSBUF_533_1495	5.82707e-05	26.319	17.7	0.878048	VDD
ctmTdsLR_2_8056	1.94612e-05	16.736	36.9	0.878344	VDD
U4668	1.55896e-05	8.485	29.7	0.878542	VDD
ctmTdsLR_1_1572	1.89991e-05	14.368	32.1	0.878562	VDD
ctmTdsLR_1_1573	1.04431e-05	18.586	35.7	0.878429	VDD
ctmTdsLR_3_8057	6.6505e-06	15.663	36.9	0.878419	VDD
ctmTdsLR_1_1574	1.48253e-05	13.924	38.1	0.878597	VDD
ctmTdsLR_1_1599	1.40347e-05	10.816	39.3	0.877735	VDD
ctmTdsLR_1_8058	4.11448e-05	19.77	30.9	0.87793	VDD
U4675	1.38011e-05	7.597	29.7	0.878547	VDD
ctmTdsLR_1_1600	1.05098e-05	18.586	40.5	0.878372	VDD
ctmTdsLR_1_1601	1.37822e-05	14.072	41.7	0.87884	VDD
ctmTdsLR_2_8059	2.25184e-05	16.588	30.9	0.877829	VDD
ctmTdsLR_1_1602	2.47217e-05	15.478	27.3	0.877603	VDD
ctmTdsLR_1_1609	5.36076e-06	4.341	8.1	0.87868	VDD
ctmTdsLR_2_8070	9.3287e-06	2.491	12.9	0.87852	VDD
ctmTdsLR_1_8071	1.45785e-05	5.599	12.9	0.878233	VDD
ctmTdsLR_2_1610	2.41339e-05	4.637	8.1	0.878644	VDD
ctmTdsLR_1_1611	3.26997e-06	40.12	46.5	0.879279	VDD
U4685	1.17461e-05	11.445	36.9	0.878355	VDD
ctmTdsLR_2_1612	7.56797e-06	40.12	46.5	0.879279	VDD
ctmTdsLR_1_1613	1.16085e-05	17.698	44.1	0.878574	VDD
ctmTdsLR_2_8072	8.22895e-06	5.081	11.7	0.878801	VDD
U4689	9.39831e-06	19.363	30.9	0.877888	VDD
ctmTdsLR_1_1614	1.31304e-05	20.732	44.1	0.878823	VDD
ctmTdsLR_1_1615	1.30145e-05	7.116	41.7	0.879252	VDD
ctmTdsLR_1_1616	1.38679e-05	9.41	40.5	0.878638	VDD
ctmTdsLR_2_1620	1.17679e-05	43.746	42.9	0.879061	VDD
ctmTdsLR_1_8073	3.40076e-05	12.407	27.3	0.876869	VDD
U4695	1.35294e-05	19.437	35.7	0.87849	VDD
ctmTdsLR_1_1621	1.27364e-05	15.848	46.5	0.878892	VDD
ctmTdsLR_1_1622	1.40754e-05	13.998	42.9	0.878776	VDD
ctmTdsLR_2_8074	7.32494e-06	11.593	26.1	0.878472	VDD
