Instance_name	Avg_power	Pin_x	Pin_y	VDD_drop	Net_name
U5310	1.67336e-05	29.279	18.9015	0.87783	VDD
U5311	1.97425e-05	38.788	22.5	0.878584	VDD
U5312	8.10713e-06	41.119	22.4985	0.878532	VDD
U5313	2.63509e-05	41.008	20.1	0.878478	VDD
U5314	5.97423e-06	41.859	20.1	0.878493	VDD
U5315	5.67303e-06	26.948	21.3	0.878314	VDD
U5316	4.86443e-06	27.873	20.1	0.87771	VDD
U5317	1.36536e-05	46.297	30.9	0.878506	VDD
U5318	3.21129e-06	47.631	30.9015	0.878619	VDD
U5319	7.52293e-06	27.244	20.1	0.877761	VDD
U5320	3.50917e-06	28.539	18.9	0.877907	VDD
U5321	4.35002e-06	40.786	23.7	0.878508	VDD
U5322	6.51136e-06	39.602	22.5	0.878577	VDD
ctmTdsLR_2_1904	7.12621e-06	31.721	48.9	0.879314	VDD
ctmTdsLR_1_1905	1.70444e-05	31.795	45.3	0.878737	VDD
U5325	1.08794e-05	38.899	23.6985	0.878573	VDD
U5326	6.02273e-06	42.229	18.9	0.878214	VDD
U5327	4.45225e-06	26.874	15.3	0.878555	VDD
U5328	6.19396e-06	27.429	15.3	0.878535	VDD
U5329	6.71469e-06	41.526	21.3	0.878232	VDD
U5330	3.20088e-05	42.414	22.5	0.878587	VDD
ctmTdsLR_2_8095	1.97264e-05	21.768	44.1	0.878769	VDD
U5332	1.02177e-05	43.561	21.3	0.878368	VDD
U5333	7.4326e-06	45.115	20.1	0.87881	VDD
U5334	1.29109e-05	48.595	29.7	0.879054	VDD
U5335	5.13845e-06	47.779	29.6985	0.878981	VDD
U5336	6.05642e-06	27.096	20.1	0.877761	VDD
U5337	5.93436e-06	28.169	18.9	0.877946	VDD
gre_mt_inst_8520	3.40201e-05	44.264	17.7	0.878533	VDD
U5339	3.31881e-06	45.041	18.9	0.878597	VDD
U5340	1.31471e-05	48.965	26.1	0.879062	VDD
U5341	5.25251e-06	47.779	26.1015	0.878944	VDD
U5342	9.85635e-06	28.909	26.1	0.878516	VDD
U5343	1.07952e-05	28.28	27.3	0.878209	VDD
U5344	7.29773e-06	28.28	29.7	0.878229	VDD
U5345	7.57921e-06	41.267	38.1	0.878576	VDD
U5346	9.08635e-06	41.748	33.3	0.878877	VDD
U5347	1.118e-05	38.788	32.1	0.878294	VDD
U5348	1.89135e-05	22.73	17.7	0.878207	VDD
U5349	4.64231e-06	23.396	24.9	0.87825	VDD
ctmTdsLR_2_8142	4.56355e-06	37.382	3.3	0.878983	VDD
i_tv80_core_add_548/ctmTdsLR_1_8143	1.07174e-05	39.232	14.1	0.878951	VDD
U5352	1.02595e-05	29.723	26.1	0.878501	VDD
U5353	1.76723e-05	30.426	26.1	0.878522	VDD
U5354	2.1696e-05	30.574	24.9	0.878101	VDD
U5355	1.94064e-05	29.316	27.3	0.878188	VDD
U5356	1.97525e-05	30.204	24.9	0.87811	VDD
U5357	7.33677e-06	30.722	29.7	0.878215	VDD
ctmTdsLR_1_1906	9.69707e-06	32.424	44.1	0.878965	VDD
U5359	9.57968e-06	39.491	22.5	0.878577	VDD
U5360	3.58287e-06	39.602	26.1	0.878752	VDD
U5361	2.45098e-05	29.02	29.7	0.878189	VDD
U5362	2.49827e-05	8.818	24.9	0.878999	VDD
U5363	2.63043e-05	38.122	23.7	0.878474	VDD
U5364	1.28431e-05	45.783	24.9	0.878557	VDD
U5365	1.8062e-05	27.762	30.9	0.878085	VDD
U5366	2.40667e-05	36.198	32.1	0.878014	VDD
U5367	1.51145e-05	34.348	32.1	0.87811	VDD
U5368	2.58141e-05	35.902	32.1	0.878016	VDD
U5369	2.80257e-05	39.38	34.5	0.878851	VDD
U5370	1.46576e-05	36.529	34.5	0.878536	VDD
U5371	8.60258e-06	37.9	35.7	0.878914	VDD
U5372	7.93392e-06	40.49	39.3	0.878928	VDD
U5373	5.13264e-06	39.898	40.5	0.878664	VDD
U5374	4.55465e-05	42.414	40.5	0.878617	VDD
U5375	2.55748e-05	43.302	41.7	0.878697	VDD
U5376	2.12495e-05	44.486	42.9	0.87911	VDD
U5377	6.59996e-06	44.449	42.9	0.87911	VDD
U5378	9.76307e-06	44.93	44.1	0.879195	VDD
U5379	1.09679e-05	46.854	42.9	0.879204	VDD
U5380	1.07623e-05	46.706	44.1	0.879173	VDD
U5381	7.08584e-06	45.892	42.9	0.879176	VDD
U5382	4.79177e-06	43.154	42.9	0.879013	VDD
U5383	1.08492e-05	43.931	44.1	0.879102	VDD
U5384	1.49061e-05	45.039	42.9	0.879159	VDD
U5385	1.31414e-05	39.417	40.4985	0.878698	VDD
U5386	3.17183e-05	40.786	41.7	0.878596	VDD
U5387	1.02839e-05	44.079	39.3	0.879131	VDD
U5388	1.33125e-05	38.085	42.9	0.878909	VDD
U5389	1.51593e-05	39.121	45.3	0.87909	VDD
U5390	6.65638e-06	38.64	46.5	0.87929	VDD
U5391	1.04757e-05	37.049	45.3	0.878907	VDD
U5392	6.39875e-06	35.606	45.3	0.878856	VDD
U5393	2.15572e-05	41.452	39.3	0.87894	VDD
ctmTdsLR_1_1753	1.31296e-05	11.112	42.9	0.878873	VDD
U5395	1.47866e-05	35.347	41.7	0.878353	VDD
U5396	8.88545e-06	35.828	44.1	0.878942	VDD
U5397	7.56579e-06	35.162	42.9	0.878744	VDD
U5398	4.27947e-06	35.014	45.3	0.878847	VDD
U5399	7.15504e-06	33.312	44.1	0.879013	VDD
U5400	4.80484e-06	33.904	45.3	0.878886	VDD
U5401	1.88869e-05	40.823	40.5015	0.878619	VDD
U5402	3.53492e-06	38.677	44.1	0.879094	VDD
U5403	6.46463e-06	38.714	44.1	0.879094	VDD
U5404	2.40092e-05	43.485	39.3	0.87904	VDD
U5405	2.78436e-05	41.748	38.1	0.878579	VDD
U5406	3.4185e-06	39.047	38.1	0.878731	VDD
U5407	1.68004e-05	36.346	32.1	0.878014	VDD
U5408	1.40364e-05	37.53	35.7	0.878878	VDD
gre_mt_inst_8521	7.17337e-05	29.131	10.5	0.877872	VDD
U5410	5.67556e-06	26.356	21.3	0.878274	VDD
U5411	3.25661e-06	27.799	20.1	0.87771	VDD
U5413	5.92389e-06	42.525	17.7	0.878339	VDD
U5414	4.89658e-06	26.726	16.5	0.877685	VDD
U5415	4.25742e-06	27.947	16.5	0.877666	VDD
U5416	1.03455e-05	48.741	21.3	0.878766	VDD
U5417	3.28485e-06	45.855	18.9	0.878617	VDD
U5418	4.73851e-06	26.504	15.3	0.878493	VDD
U5419	3.42718e-06	28.021	15.3	0.878492	VDD
U5421	3.22742e-06	46.225	18.9	0.878628	VDD
U5422	1.41038e-05	49.187	27.3	0.879166	VDD
U5423	4.60539e-06	47.705	28.4985	0.879202	VDD
U5424	1.24179e-05	49.113	24.9	0.878803	VDD
U5425	2.36538e-05	29.427	32.0985	0.877949	VDD
U5426	4.3772e-06	37.16	35.7	0.878831	VDD
U5427	1.74741e-05	45.855	41.7	0.878977	VDD
U5428	7.16777e-06	44.634	41.7	0.878896	VDD
U5429	9.15798e-06	44.042	38.1	0.878789	VDD
U5430	1.27892e-05	45.485	38.1	0.878986	VDD
U5431	1.1772e-05	37.567	42.9	0.878829	VDD
U5432	2.3041e-05	34.496	45.3	0.878853	VDD
ctmTdsLR_3_8096	2.23132e-06	22.323	44.1	0.878712	VDD
U5434	3.54782e-06	36.309	42.9	0.878785	VDD
U5435	5.58332e-06	36.642	42.9	0.8788	VDD
U5436	2.48209e-05	38.897	40.5	0.878738	VDD
U5437	7.92906e-06	38.381	38.1	0.878678	VDD
gre_mt_inst_8524	8.06209e-05	17.735	33.3	0.878308	VDD
ctmTdsLR_2_8154	2.48765e-05	21.694	41.7	0.878666	VDD
U5440	7.80247e-06	8.226	15.3	0.878778	VDD
U5441	7.42206e-06	18.327	14.1	0.878367	VDD
U5442	1.78502e-05	18.734	14.1	0.878375	VDD
U5445	2.03187e-05	17.032	23.7	0.877447	VDD
U5446	1.41339e-05	17.18	24.9	0.878295	VDD
U5447	1.45069e-05	9.595	11.7	0.878725	VDD
U5448	6.12936e-06	20.806	12.9	0.878281	VDD
U5449	3.08641e-05	20.251	12.9	0.878235	VDD
U5450	4.43352e-05	30.204	22.5	0.877973	VDD
ctmTdsLR_1_8097	5.67837e-05	18.142	41.7	0.878567	VDD
ctmTdsLR_2_8098	1.88455e-05	17.55	41.7	0.878591	VDD
U5453	9.11592e-06	30.241	17.6985	0.877912	VDD
U5454	1.02906e-05	32.128	16.5	0.878238	VDD
U5455	1.69417e-05	32.315	17.7	0.878229	VDD
U5456	3.13164e-06	30.87	17.7	0.877989	VDD
U5458	7.13832e-06	36.42	38.1	0.878519	VDD
ctmTdsLR_2_1755	1.73258e-05	16.958	45.3	0.878712	VDD
ctmTdsLR_3_1756	3.47757e-05	19.104	45.3	0.87865	VDD
ctmTdsLR_1_1757	6.68034e-06	8.966	39.3	0.878432	VDD
U5463	4.00231e-06	44.338	38.1	0.878858	VDD
U5464	9.24378e-06	44.301	38.1	0.878812	VDD
U5465	1.24392e-05	37.641	41.7	0.878545	VDD
ctmTdsLR_2_1758	8.00254e-06	8.67	39.3	0.878432	VDD
U5467	6.63101e-06	36.531	41.7	0.87844	VDD
U5468	5.87433e-06	37.53	40.5	0.878628	VDD
U5469	2.03626e-05	36.457	40.5	0.878587	VDD
U5470	2.52935e-05	35.789	36.9	0.878571	VDD
U5471	3.01926e-06	37.9	36.9	0.878786	VDD
U5472	6.0349e-06	37.0115	39.3	0.878662	VDD
U5473	1.82387e-05	36.716	38.1	0.878519	VDD
U5474	3.76667e-05	35.939	33.3	0.878624	VDD
U5475	8.48381e-06	33.312	21.3	0.878171	VDD
U5477	3.8276e-06	31.018	15.3	0.878541	VDD
ctmTdsLR_3_8099	4.27033e-06	16.181	41.7	0.87869	VDD
U5479	9.46783e-06	14.59	21.3	0.878608	VDD
U5480	9.2503e-06	15.33	21.3	0.878607	VDD
U5481	1.19512e-05	15.811	21.3	0.878555	VDD
U5482	7.30008e-06	16.255	22.5	0.878035	VDD
U5483	1.10829e-05	17.513	22.5	0.877929	VDD
U5484	1.13376e-05	13.591	23.7	0.878067	VDD
ctmTdsLR_3_1759	4.59829e-05	10.15	39.3	0.878015	VDD
U5486	8.87586e-06	12.481	22.5	0.87821	VDD
ctmTdsLR_2_1907	2.75353e-05	29.686	45.3	0.878592	VDD
U5488	8.49518e-06	17.92	22.5	0.877925	VDD
ctmTdsLR_2_1933	5.31861e-06	39.565	29.7	0.878654	VDD
U5490	2.46417e-05	30.389	16.5	0.877833	VDD
U5491	6.03013e-06	29.538	17.7	0.8779	VDD
U5492	5.13946e-06	36.938	35.7	0.878831	VDD
U5493	1.36211e-05	37.491	34.5	0.878617	VDD
U5494	6.14225e-06	38.048	36.9	0.878786	VDD
U5495	8.59045e-06	45.004	41.7	0.878989	VDD
U5496	4.42318e-06	45.078	41.7	0.878989	VDD
U5497	1.38271e-05	44.447	41.7	0.878896	VDD
U5498	1.1958e-05	45.374	36.9	0.879252	VDD
U5499	1.3015e-05	38.455	41.7	0.878641	VDD
U5500	4.34061e-06	36.013	41.7	0.878397	VDD
U5501	3.97969e-06	37.012	41.7	0.878457	VDD
U5502	2.23754e-05	35.349	39.3	0.878456	VDD
U5503	7.43118e-06	37.049	38.1	0.878557	VDD
U5504	5.97079e-06	38.5665	39.3	0.878889	VDD
U5505	3.97776e-06	30.352	12.9	0.878053	VDD
U5506	2.04485e-05	30.909	11.7	0.87824	VDD
U5507	5.75834e-06	29.316	4.5	0.878742	VDD
U5508	1.45176e-05	29.723	15.2985	0.878428	VDD
U5509	6.20854e-06	30.019	4.4985	0.878738	VDD
U5510	1.85557e-05	13.406	21.3	0.878506	VDD
U5511	2.08832e-05	28.872	5.7	0.878718	VDD
U5512	5.71757e-06	33.386	12.9	0.878442	VDD
U5513	2.11073e-05	33.129	11.7	0.878537	VDD
U5514	7.18523e-06	32.498	4.5	0.87887	VDD
U5515	8.00633e-06	29.279	5.6985	0.878708	VDD
ctmTdsLR_3_1934	9.04886e-06	37.789	29.7	0.878513	VDD
U5517	2.25796e-05	32.794	4.5	0.87887	VDD
U5518	1.5305e-05	31.647	34.5	0.87839	VDD
ctmTdsLR_1_1935	1.11443e-05	31.24	4.5	0.878776	VDD
U5520	2.03841e-05	47.076	38.1	0.879027	VDD
ctmTdsLR_2_1936	1.17125e-05	31.906	5.7	0.878786	VDD
ctmTdsLR_1_1937	1.10671e-05	37.012	6.9	0.878538	VDD
U5523	7.03973e-06	45.3	42.9	0.879167	VDD
U5524	4.79165e-06	45.522	42.9	0.879169	VDD
U5525	9.2825e-06	46.151	40.5	0.878933	VDD
U5526	5.96369e-06	45.67	36.9	0.879255	VDD
U5527	2.0658e-05	45.187	39.3	0.879246	VDD
U5528	3.04291e-06	46.003	38.1	0.878994	VDD
U5529	1.98618e-05	45.8915	39.3	0.879251	VDD
U5530	9.2341e-06	37.271	44.1	0.878982	VDD
U5531	4.68765e-06	36.901	44.1	0.878982	VDD
U5532	4.09116e-06	37.604	44.1	0.879025	VDD
ctmTdsLR_2_1938	9.31911e-06	36.716	5.7	0.878652	VDD
U5534	8.36762e-06	33.904	12.9	0.878404	VDD
ctmTdsLR_1_8100	6.07817e-05	11.112	39.3	0.877735	VDD
U5536	2.54794e-05	33.46	4.5	0.878869	VDD
ctmTdsLR_2_8101	1.82776e-05	10.964	40.5	0.878339	VDD
U5538	6.15786e-06	34.792	16.5	0.878536	VDD
U5539	2.03984e-05	34.605	17.7	0.878197	VDD
U5540	6.83453e-06	35.088	4.5	0.878843	VDD
U5541	7.62654e-06	33.423	3.2985	0.878979	VDD
ctmTdsLR_3_8102	5.01449e-06	10.631	40.5	0.878392	VDD
U5543	7.7855e-06	34.385	2.1015	0.879494	VDD
U5544	2.12562e-05	34.126	4.5	0.87885	VDD
U5545	9.70394e-06	39.121	42.9	0.87901	VDD
U5546	7.49856e-06	39.195	45.3	0.87909	VDD
U5547	9.27018e-06	38.196	46.5	0.879257	VDD
ctmTdsLR_2_1940	1.9084e-05	24.21	35.7	0.878579	VDD
U5549	3.72685e-06	39.491	42.9	0.87901	VDD
U5550	1.10785e-05	39.454	44.1	0.879077	VDD
U5551	2.00825e-05	43.08	44.1	0.879043	VDD
U5552	9.96222e-06	45.744	45.3	0.87923	VDD
U5553	1.01297e-05	43.413	45.3	0.879105	VDD
U5554	1.759e-05	44.299	46.5	0.879335	VDD
U5555	1.65408e-05	45.705	46.5	0.879346	VDD
i_tv80_core_add_548/ctmTdsLR_1_8111	1.24383e-05	37.456	12.9	0.878514	VDD
U5557	1.12e-05	48.038	46.5	0.879393	VDD
U5558	1.9126e-05	45.966	45.3	0.87923	VDD
U5559	9.45859e-06	46.521	45.3	0.879233	VDD
U5560	7.8331e-06	48.334	44.1	0.879247	VDD
U5561	1.32687e-05	46.188	44.1	0.879171	VDD
U5562	5.68636e-06	47.298	42.9	0.879225	VDD
U5563	6.51343e-06	47.89	44.1	0.879211	VDD
U5564	4.10898e-06	48.63	42.9	0.879296	VDD
U5565	6.59571e-06	48.26	42.9	0.879278	VDD
U5566	9.54897e-06	48.223	41.7	0.879108	VDD
U5567	1.53947e-05	45.927	40.5	0.878933	VDD
U5568	6.00385e-06	46.521	38.1	0.879007	VDD
U5569	1.64212e-05	47.0755	38.1	0.879027	VDD
U5570	1.08016e-05	38.753	35.7	0.879011	VDD
U5571	6.04118e-06	38.196	35.7	0.878946	VDD
U5572	6.3996e-06	38.27	34.5	0.878764	VDD
U5573	3.97802e-06	37.974	34.5	0.878721	VDD
U5575	6.75871e-06	35.976	17.7	0.878139	VDD
U5576	2.27902e-05	36.459	17.7	0.878139	VDD
U5577	7.5635e-06	36.42	4.5	0.878882	VDD
U5578	8.20257e-06	35.088	3.3	0.878919	VDD
U5579	2.53027e-05	35.162	3.3	0.878919	VDD
U5580	2.19395e-05	35.902	5.7	0.878644	VDD
U5581	7.2688e-06	36.864	4.5	0.878906	VDD
ctmTdsLR_3_1941	3.98525e-06	23.692	35.7	0.878568	VDD
i_tv80_core_add_548/ctmTdsLR_2_8112	1.12864e-05	37.567	12.9	0.878557	VDD
U5584	3.61825e-06	47.52	47.7	0.879878	VDD
U5585	2.18496e-05	47.853	46.5	0.879393	VDD
U5586	1.1945e-05	46.891	44.1	0.879173	VDD
U5587	2.39507e-05	45.596	44.1	0.879179	VDD
U5588	4.40397e-06	47.15	44.1	0.879176	VDD
U5589	5.15222e-06	47.742	42.9	0.879248	VDD
U5590	8.12809e-06	47.594	41.7	0.879053	VDD
U5591	1.72032e-05	43.894	38.1	0.878789	VDD
U5592	6.9701e-06	39.972	42.9	0.878991	VDD
U5593	6.86942e-06	40.046	41.7	0.878619	VDD
U5594	6.5168e-06	39.01	42.9	0.879025	VDD
U5595	1.305e-05	39.491	41.7	0.878651	VDD
U5596	2.09214e-05	40.638	38.1	0.878594	VDD
U5597	1.33046e-05	38.379	36.9	0.878805	VDD
U5598	5.29948e-06	39.158	36.9	0.878932	VDD
U5599	1.39829e-05	40.231	36.9	0.878913	VDD
U5600	1.12132e-05	42.451	38.1	0.878623	VDD
U5602	3.06099e-05	38.122	6.9	0.878611	VDD
U5603	4.6256e-06	37.086	3.3	0.878967	VDD
U5604	7.60264e-06	36.124	3.3	0.878926	VDD
U5605	6.17439e-06	36.531	4.4985	0.878882	VDD
U5606	5.3814e-06	35.606	3.3	0.878922	VDD
U5607	1.82875e-05	36.381	39.3	0.878577	VDD
U5608	1.85588e-05	40.1945	38.1	0.87862	VDD
i_tv80_core_add_548/ctmTdsLR_3_8113	5.99683e-06	37.641	11.7	0.878605	VDD
ctmTdsLR_1_1943	3.73418e-05	31.203	22.5	0.877983	VDD
ctmTdsLR_1_1944	1.17225e-05	24.987	39.3	0.878374	VDD
U5612	7.79662e-06	39.232	35.7	0.879018	VDD
U5613	1.17887e-05	40.231	42.9	0.878991	VDD
U5614	1.73071e-05	42.71	45.3	0.879053	VDD
ctmTdsLR_2_1945	1.08343e-05	25.505	39.3	0.878403	VDD
ctmTdsLR_3_1946	2.3443e-05	25.468	38.1	0.878295	VDD
i_tv80_core_add_548/ctmTdsLR_4_8114	8.10183e-06	36.716	12.9	0.87846	VDD
i_tv80_core_add_548/ctmTdsLR_5_8115	1.11668e-05	38.122	12.9	0.878656	VDD
ctmTdsLR_1_8116	5.6214e-05	16.81	44.1	0.878565	VDD
U5620	3.20537e-06	40.897	42.9	0.878987	VDD
U5621	5.20231e-06	40.934	44.1	0.878998	VDD
U5622	1.24722e-05	39.787	38.1015	0.878641	VDD
ctmTdsLR_2_8337	3.90974e-06	37.826	29.7	0.878513	VDD
U5624	8.09832e-06	41.896	36.9	0.878949	VDD
U5625	3.93531e-06	47.002	47.7	0.879874	VDD
U5626	6.13464e-06	46.891	46.5	0.879358	VDD
U5627	7.91762e-06	47.039	46.5	0.879358	VDD
U5628	1.57079e-05	48.038	45.3	0.879309	VDD
U5629	1.57658e-05	47.816	44.1	0.879211	VDD
ctmTdsLR_3_8338	1.4513e-05	36.272	24.9	0.878231	VDD
ctmTdsLR_1_8339	5.34109e-06	40.786	14.1	0.878846	VDD
U5632	1.65524e-05	42.525	36.9	0.87898	VDD
U5633	2.64024e-05	37.086	32.1	0.87804	VDD
U5635	5.18265e-05	32.054	22.5	0.878119	VDD
ctmTdsLR_2_8340	1.23867e-05	40.231	14.1	0.878874	VDD
ctmTdsLR_1_1954	4.46076e-06	21.768	20.1	0.877843	VDD
ctmTdsLR_2_1955	5.16013e-06	22.027	21.3	0.878544	VDD
ctmTdsLR_1_1956	3.78496e-06	23.618	18.9	0.878094	VDD
ctmTdsLR_2_1957	8.6209e-06	23.544	18.9	0.878094	VDD
ctmTdsLR_1_1958	8.05913e-06	12.814	12.9	0.878202	VDD
ctmTdsLR_2_1959	1.05471e-05	17.254	14.1	0.878385	VDD
U5644	1.0703e-05	39.232	4.5	0.879139	VDD
U5645	2.10717e-05	38.196	3.3	0.879036	VDD
U5647	1.15614e-05	39.676	5.7	0.878832	VDD
ctmTdsLR_1_8341	2.9185e-05	24.136	33.3	0.878437	VDD
U5650	6.46198e-06	32.202	28.5	0.87821	VDD
U5651	4.97681e-06	26.874	24.9	0.878437	VDD
U5652	3.87677e-06	34.015	22.5	0.878244	VDD
U5653	2.28378e-05	34.385	24.9	0.878212	VDD
ctmTdsLR_2_8117	2.0161e-05	16.366	42.9	0.878534	VDD
U5655	1.82062e-05	33.458	39.3	0.878403	VDD
U5656	1.30075e-05	31.795	40.5	0.878665	VDD
U5657	1.42454e-05	48.595	28.5	0.879264	VDD
U5658	2.57257e-06	47.335	28.5015	0.879188	VDD
U5659	1.51232e-05	48.225	24.9	0.878634	VDD
U5661	7.013e-06	40.638	3.3	0.879161	VDD
ctmTdsLR_1_1961	5.85233e-05	31.5025	24.9	0.878102	VDD
U5663	8.16664e-06	40.009	5.6985	0.878832	VDD
ctmTdsLR_3_8118	5.3115e-06	15.885	44.1	0.878637	VDD
ctmTdsLR_1_8119	1.77756e-05	28.613	30.9	0.878035	VDD
U5666	5.24417e-06	35.273	21.3	0.878061	VDD
U5667	2.39883e-05	35.199	24.9	0.878205	VDD
U5668	2.02655e-05	34.124	40.5	0.878623	VDD
U5669	1.26065e-05	32.017	41.7	0.878401	VDD
U5670	1.26266e-05	46.819	28.5	0.879169	VDD
U5671	4.81205e-06	46.003	28.5015	0.87916	VDD
U5672	1.12873e-05	44.669	26.1	0.878918	VDD
U5673	1.88355e-05	38.27	30.9	0.878175	VDD
U5675	1.12284e-05	40.601	5.6985	0.878836	VDD
ctmTdsLR_2_8120	9.57959e-06	28.206	23.7	0.877731	VDD
U5677	7.54568e-06	43.117	5.6985	0.878989	VDD
ctmTdsLR_1_1962	7.0206e-06	42.155	33.3	0.878906	VDD
U5679	1.2789e-05	42.266	4.5	0.87922	VDD
ctmTdsLR_2_1963	1.14482e-05	44.005	32.1	0.87854	VDD
U5682	1.00963e-05	36.753	21.3	0.878096	VDD
U5683	9.2547e-06	32.461	42.9	0.878783	VDD
U5684	1.24553e-05	41.413	29.7	0.878633	VDD
U5686	1.56827e-05	17.661	16.5	0.878307	VDD
U5687	5.84451e-06	26.985	18.9	0.878101	VDD
U5688	2.90489e-06	40.601	28.5	0.878771	VDD
U5689	1.60823e-05	40.414	28.5	0.878771	VDD
U5690	1.51468e-05	37.195	40.5	0.878595	VDD
U5691	2.96633e-05	47.372	45.3	0.879261	VDD
U5692	4.00342e-06	49	42.9	0.879338	VDD
U5693	4.01429e-06	48.926	41.7	0.87918	VDD
U5694	9.01551e-06	48.926	41.7	0.87918	VDD
U5695	6.25114e-06	39.861	34.5	0.878835	VDD
U5696	1.46074e-05	41.2295	33.3	0.878846	VDD
U5697	1.32447e-05	43.376	35.7	0.879141	VDD
U5698	4.44982e-05	36.864	30.9	0.878048	VDD
U5699	1.03086e-05	37.974	27.3	0.878495	VDD
U5700	2.95842e-05	31.573	28.5	0.878098	VDD
ctmTdsLR_1_1964	1.51325e-05	38.566	24.9	0.878453	VDD
ctmTdsLR_1_1965	1.09194e-05	32.498	23.7	0.878322	VDD
ctmTdsLR_1_1966	1.71655e-05	37.604	26.1	0.878646	VDD
U5704	9.01718e-06	41.896	28.5	0.878831	VDD
U5705	2.5535e-05	9.632	22.5	0.878296	VDD
U5706	3.77309e-05	18.142	23.7	0.877378	VDD
U5707	1.07373e-05	40.529	29.7	0.878636	VDD
U5708	6.25097e-06	40.009	29.6985	0.878639	VDD
U5709	1.56746e-05	19.437	18.9	0.878192	VDD
U5710	5.25983e-06	28.613	20.1	0.877656	VDD
U5711	1.50278e-05	40.564	32.1	0.87821	VDD
U5712	5.84095e-05	20.066	14.1	0.878475	VDD
U5713	1.82224e-05	39.898	29.7	0.878639	VDD
U5714	7.62736e-06	40.268	35.7	0.879007	VDD
U5715	2.09194e-05	40.453	33.3	0.878823	VDD
U5716	8.58882e-06	39.454	33.3	0.87884	VDD
U5717	1.98354e-05	38.862	29.7	0.878649	VDD
U5718	1.76622e-05	38.161	32.1	0.878193	VDD
U5719	1.04727e-05	37.271	28.5	0.87849	VDD
U5720	1.41291e-05	37.16	28.5	0.87849	VDD
U5721	2.0428e-05	36.64	28.5	0.878427	VDD
U5722	4.81699e-06	42.081	5.6985	0.878894	VDD
U5724	9.83391e-06	36.087	21.3	0.878071	VDD
U5725	1.26405e-05	32.239	41.7	0.878401	VDD
U5726	1.9053e-05	39.084	29.7	0.878691	VDD
U5727	9.86762e-06	41.045	29.7	0.878633	VDD
U5728	2.95772e-05	23.766	26.1	0.878479	VDD
U5729	5.18486e-06	40.786	27.3	0.878437	VDD
U5730	1.34406e-05	44.782	32.1	0.878715	VDD
U5731	4.83836e-06	43.45	32.1	0.878481	VDD
U5732	1.01012e-05	41.23	33.3	0.878846	VDD
U5733	1.33416e-05	42.562	33.3	0.87894	VDD
U5734	8.50475e-06	43.894	40.5	0.878767	VDD
U5735	2.50984e-06	42.562	41.7	0.878653	VDD
U5736	4.72342e-06	42.488	40.5	0.878617	VDD
U5737	1.35513e-05	42.747	38.1	0.878623	VDD
U5738	1.00115e-05	42.192	33.3	0.878906	VDD
U5739	1.10045e-05	43.006	32.1	0.878418	VDD
U5740	4.15691e-06	42.192	32.1	0.878322	VDD
U5741	7.54501e-06	41.896	29.7	0.878647	VDD
U5742	1.87335e-05	26.134	23.7	0.877638	VDD
U5743	1.34152e-05	40.971	27.3	0.878437	VDD
ctmTdsLR_1_1967	1.31484e-05	31.61	23.7	0.878132	VDD
ctmTdsLR_3_8121	1.31012e-05	28.911	30.9	0.878035	VDD
ctmTdsLR_1_8122	1.69532e-05	16.9975	34.5	0.878578	VDD
U5747	1.32318e-05	43.633	29.7	0.878765	VDD
U5748	1.3519e-05	43.559	27.3	0.878642	VDD
U5749	5.36051e-06	44.227	27.3015	0.878777	VDD
U5750	1.22965e-05	44.003	26.1	0.878838	VDD
U5751	1.69891e-05	37.234	29.7	0.878434	VDD
U5753	7.01414e-06	35.273	21.3	0.878061	VDD
U5754	1.16593e-05	30.907	35.7	0.878599	VDD
U5755	1.3478e-05	41.417	26.1	0.878685	VDD
U5756	3.77488e-06	40.823	26.1015	0.878685	VDD
U5758	1.1796e-05	41.563	5.6985	0.878865	VDD
ctmTdsLR_1_1968	1.06586e-05	38.862	24.9	0.878453	VDD
ctmTdsLR_1_1969	1.73511e-05	33.312	22.5	0.878292	VDD
ctmTdsLR_1_1970	1.50171e-05	38.64	26.1	0.878763	VDD
U5762	8.6681e-06	41.674	3.3	0.879214	VDD
ctmTdsLR_1_1971	1.45874e-05	34.126	23.7	0.878355	VDD
U5764	8.82314e-06	41.341	5.7015	0.878856	VDD
U5765	9.81834e-06	39.787	6.8985	0.878739	VDD
U5766	2.35588e-05	38.566	6.9	0.878696	VDD
U5767	4.59453e-06	40.934	5.7	0.878845	VDD
U5768	9.58461e-06	40.638	5.7	0.878836	VDD
U5769	6.14968e-06	40.342	8.1	0.878626	VDD
U5770	5.22205e-06	39.454	6.9	0.87875	VDD
U5771	4.1186e-06	39.158	8.1	0.878655	VDD
U5772	1.54018e-05	39.158	8.1	0.878655	VDD
ctmTdsLR_1_8368	2.60562e-05	23.47	33.3	0.878416	VDD
U5774	6.36298e-06	37.752	20.1	0.878444	VDD
U5775	1.91089e-05	38.085	18.9	0.878333	VDD
U5776	5.7348e-06	35.865	23.7	0.878281	VDD
U5777	9.03883e-06	31.351	38.1	0.87842	VDD
U5778	1.17899e-05	24.284	23.7	0.877615	VDD
U5779	9.31647e-06	44.634	39.3	0.879199	VDD
ctmTdsLR_1_8229	1.04342e-05	31.018	45.3	0.878629	VDD
U5781	1.58661e-05	44.745	36.9	0.879219	VDD
U5782	6.59253e-06	46.558	40.5	0.878939	VDD
